========================================
hono_W1_Energy_1_0.0.out
0.1 atm
T,P1->W1
1400.0,1.92391e-10
1500.0,1.96528e-10
1600.0,2.00432e-10
1700.0,2.04148e-10
1800.0,2.07708e-10
1900.0,2.11086e-10
2000.0,2.14322e-10
2100.0,2.17427e-10
2200.0,2.20398e-10
2300.0,2.23254e-10
2400.0,2.25997e-10
2500.0,2.28636e-10
2600.0,2.31164e-10
2700.0,2.33606e-10
2800.0,2.35966e-10
2900.0,2.38233e-10
3000.0,2.40422e-10
========================================
hono_W1_Energy_1_0.0.out
65 atm
T,R1->P1
200.0,1.01417e-10
210.0,1.03406e-10
220.0,1.05326e-10
230.0,1.07179e-10
240.0,1.08947e-10
250.0,1.10639e-10
260.0,1.1228e-10
270.0,1.1387e-10
280.0,1.15388e-10
290.0,1.16857e-10
300.0,1.18283e-10
310.0,1.19659e-10
320.0,1.20991e-10
330.0,1.22278e-10
340.0,1.23528e-10
350.0,1.24746e-10
360.0,1.25935e-10
370.0,1.27094e-10
380.0,1.28218e-10
390.0,1.29317e-10
400.0,1.30387e-10
410.0,1.31441e-10
420.0,1.3246e-10
430.0,1.33465e-10
440.0,1.3445e-10
450.0,1.3542e-10
460.0,1.36368e-10
470.0,1.37261e-10
480.0,1.38188e-10
490.0,1.39073e-10
500.0,1.39963e-10
510.0,1.40838e-10
520.0,1.41706e-10
530.0,1.42535e-10
540.0,1.43368e-10
550.0,1.44186e-10
560.0,1.44989e-10
570.0,1.45792e-10
580.0,1.46561e-10
590.0,1.47361e-10
600.0,1.48097e-10
610.0,1.48886e-10
620.0,1.49606e-10
630.0,1.50364e-10
640.0,1.51082e-10
650.0,1.51815e-10
660.0,1.52514e-10
670.0,1.53248e-10
680.0,1.5391e-10
690.0,1.54653e-10
700.0,1.55287e-10
800.0,1.61853e-10
900.0,1.6782e-10
1000.0,1.73405e-10
1100.0,1.78573e-10
1200.0,1.8349e-10
1300.0,1.88086e-10
1400.0,1.92403e-10
1500.0,1.9654e-10
1600.0,2.00445e-10
1700.0,2.04162e-10
1800.0,2.07724e-10
1900.0,2.11102e-10
2000.0,2.14338e-10
2100.0,2.17444e-10
2200.0,2.20415e-10
2300.0,2.2327e-10
2400.0,2.26013e-10
2500.0,2.28652e-10
2600.0,2.3118e-10
2700.0,2.33622e-10
2800.0,2.35981e-10
2900.0,2.38248e-10
3000.0,2.40437e-10
