Pressure (--),Temperature (K),P8_Energy_1_R->P8,P8_Frequencies_1_R->P8,R_Frequencies_1_R->P8,B1_VariationalHinderRotor_1_R->P8,B1_VariationalFrequencies_1_R->P8,P8_SymmetryFactor_1_R->P8,B1_VariationalEnergy_1_R->P8,R_Energy_1_R->P8,R_SymmetryFactor_1_R->P8,B1_ImaginaryFrequency_1_R->P8,B1_VariationalSymmetryFactor_1_R->P8
1.0,390.0,0.0,0.0,1.2899311243015458e-06,0.0,-1.5979366567432856,0.0,-1.2903185355502693,1.2902939548006491,1.0000014623971571,1.4838361942672729,0.0
1.0,400.0,0.0,0.0,5.887495435142245e-06,0.0,-1.6410742708288868,0.0,-1.2580587611220022,1.2580398110607112,1.0000020833056502,1.4041648897993733,0.0
1.0,410.0,0.0,0.0,1.1961781393412415e-05,0.0,-1.6838436874032778,0.0,-1.2273717218719469,1.2273598461548931,1.0000024655580853,1.3307496567547372,0.0
1.0,420.0,0.0,0.0,1.9480813814243425e-05,0.0,-1.726248764569227,0.0,-1.1981457863262803,1.198140818361657,1.0000022306152518,1.2629557370307765,0.0
1.0,430.0,0.0,0.0,2.8544235943724936e-05,0.0,-1.7682927396716763,0.0,-1.170279587385234,1.1702802425290206,1.0000012809431393,1.2002249847545876,0.0
1.0,440.0,0.0,0.0,3.938700581450673e-05,0.0,-1.8099782769402235,0.0,-1.1436807717972006,1.143685211408874,0.9999997453977525,1.1420656581474276,0.0
1.0,450.0,0.0,0.0,5.235791136242552e-05,0.0,-1.8513075898692706,0.0,-1.1182649842435362,1.118271306975065,0.9999978894362188,1.088043580717197,0.0
1.0,460.0,0.0,0.0,6.788867575296525e-05,0.0,-1.8922825969628803,0.0,-1.0939550281068964,1.0939616179163498,0.9999960245169881,1.0377745075438682,0.0
1.0,470.0,0.0,0.0,8.646438812683637e-05,0.0,-1.9329050770729657,0.0,-1.0706801549760714,1.070685871918824,0.9999944362410654,0.9909175502671882,0.0
1.0,480.0,0.0,0.0,0.0001086008673728133,0.0,-1.9731768027985748,0.0,-1.048375447534951,1.0483796821881877,0.9999933385610646,0.9471695269849342,0.0
1.0,490.0,0.0,0.0,0.0001348306208649595,0.0,-2.013099641917759,0.0,-1.0269812719765403,1.0269839003618166,0.9999928532541497,0.90626011432095,0.0
1.0,500.0,0.0,0.0,0.0001656965900497571,0.0,-2.05267562535711,0.0,-1.0064427849630526,1.0064440635653191,0.9999930095446813,0.8679476901052984,0.0
1.0,510.0,0.0,0.0,0.00020175167977520893,0.0,-2.09190698541822,0.0,-0.9867094862285583,0.9867099216503608,0.9999937572952813,0.8320157668005608,0.0
1.0,520.0,0.0,0.0,0.00024356177631028965,0.0,-2.1307961704277463,0.0,-0.9677348116331638,0.9677350308881942,0.9999949874944838,0.7982699277347108,0.0
1.0,530.0,0.0,0.0,0.00029171020277163275,0.0,-2.16934584249155,0.0,-0.9494757634668002,0.949476401807463,0.9999965549776253,0.7665351898807705,0.0
1.0,540.0,0.0,0.0,0.0003468020519614277,0.0,-2.20755886439964,0.0,-0.9318925756734576,0.9318941908160662,0.9999982998141893,0.7366537279088826,0.0
1.0,550.0,0.0,0.0,0.000409467382083545,0.0,-2.245438280555743,0.0,-0.9149484119032528,0.9149514272911591,1.0000000652134133,0.7084829042129576,0.0
1.0,560.0,0.0,0.0,0.00048036274962236957,0.0,-2.2829872955015045,0.0,-0.8986090942355264,0.8986137696945194,1.0000017109607844,0.6818935584166227,0.0
1.0,570.0,0.0,0.0,0.0005601709358117624,0.0,-2.3202092524082385,0.0,-0.8828428602609432,0.8828492858460222,1.0000031222450463,0.6567685174529189,0.0
1.0,580.0,0.0,0.0,0.0006495989878658018,0.0,-2.357107612930852,0.0,-0.8676201460791332,0.8676282537319112,1.0000042142846302,0.6330012937400105,0.0
1.0,590.0,0.0,0.0,0.0007493748548228062,0.0,-2.3936859390891057,0.0,-0.8529133927111825,0.8529229801573599,1.0000049334648697,0.6104949443464599,0.0
1.0,600.0,0.0,0.0,0.0008602429716794819,0.0,-2.4299478773436705,0.0,-0.8386968734544427,0.8387076352216084,1.0000052558146908,0.5891610684859195,0.0
1.0,610.0,0.0,0.0,0.0009829591578953147,0.0,-2.465897144729042,0.0,-0.8249465398107131,0.8249581010544266,1.0000051836424446,0.5689189243399554,0.0
1.0,620.0,0.0,0.0,0.0011182851687161724,0.0,-2.501537516746303,0.0,-0.8116398837787737,0.8116518335580851,1.0000047410645887,0.5496946492101995,0.0
1.0,630.0,0.0,0.0,0.0012669831875482883,0.0,-2.5368728166623358,0.0,-0.798755814497789,0.7987677360954459,1.0000039690358071,0.5314205694644799,0.0
1.0,640.0,0.0,0.0,0.001429810487840011,0.0,-2.571906905871805,0.0,-0.7862745474405519,0.7862860441887595,1.0000029203517213,0.5140345887672946,0.0
1.0,650.0,0.0,0.0,0.0016075144325666479,0.0,-2.606643675025392,0.0,-0.7741775045700737,0.7741882203726972,1.0000016549629667,0.4974796447573493,0.0
1.0,660.0,0.0,0.0,0.0018008279240366246,0.0,-2.6410870356919047,0.0,-0.7624472240788909,0.7624568583985025,1.0000002358221642,0.4817032257230515,0.0
1.0,670.0,0.0,0.0,0.0020104653693447765,0.0,-2.675240912389058,0.0,-0.7510672785208042,0.7510755960267965,0.9999987253879672,0.46665693998632196,0.0
1.0,680.0,0.0,0.0,0.002237119188537896,0.0,-2.709109234879533,0.0,-0.7400222003156465,0.7400290356826011,0.9999971828340027,0.45229613168017063,0.0
1.0,690.0,0.0,0.0,0.0024814568633527464,0.0,-2.7426959306808443,0.0,-0.7292974137577649,0.7293026722819991,0.9999956619540541,0.4385795374309032,0.0
1.0,700.0,0.0,0.0,0.0027441185034353588,0.0,-2.7760049177778643,0.0,-0.7188791727882435,0.718882827577642,0.9999942097158253,0.4254689791592751,0.0
1.0,800.0,0.0,0.0,0.006497038614356711,0.0,-3.0946627280955328,0.0,-0.6290239243512664,0.6290196145853911,0.9999883558052489,0.3210260598929081,0.0
1.0,900.0,0.0,0.0,0.012549028320616131,0.0,-3.389562870204067,0.0,-0.5591344524019145,0.5591389103544397,0.9999942873324245,0.25027778569755027,0.0
1.0,1000.0,0.0,0.0,0.02102623582111808,0.0,-3.663731575957542,0.0,-0.503222381131716,0.5032335415219644,0.9999978762059952,0.20012923775648095,0.0
1.0,1100.0,0.0,0.0,0.031816081257019686,0.0,-3.9195193496610137,0.0,-0.4574780157422453,0.45748502283200554,0.9999955320031589,0.1632931620998805,0.0
1.0,1200.0,0.0,0.0,0.04465167646311836,0.0,-4.15874262090784,0.0,-0.41935876637871544,0.4193557055953923,0.9999913641355251,0.1354506815407626,0.0
1.0,1300.0,0.0,0.0,0.059188372510512254,0.0,-4.382851709704066,0.0,-0.38710326945360807,0.38709146434697195,0.9999892381963019,0.11390767459183165,0.0
1.0,1400.0,0.0,0.0,0.07506172116073144,0.0,-4.59305787335547,0.0,-0.3594539288815501,0.35943840773738284,0.9999902360684697,0.09691008656951403,0.0
1.0,1500.0,0.0,0.0,0.0919247087449383,0.0,-4.790414552457671,0.0,-0.33548940765418783,0.33547522700578386,0.9999934309111284,0.08327427884397388,0.0
1.0,1600.0,0.0,0.0,0.10946770611068393,0.0,-4.975865312140243,0.0,-0.3145193149498707,0.3145096434310694,0.9999972533801708,0.07217726962767805,0.0
1.0,1700.0,0.0,0.0,0.12742635212432013,0.0,-5.150271020904585,0.0,-0.29601592033929086,0.2960116916766711,1.0000003842942062,0.06303227886311974,0.0
1.0,1800.0,0.0,0.0,0.14558206364338747,0.0,-5.314425083211612,0.0,-0.2795687071203019,0.2795691232603082,1.000002089495788,0.055411902264227646,0.0
1.0,1900.0,0.0,0.0,0.16375859549619137,0.0,-5.469062172989588,0.0,-0.2648533971921721,0.26485669177718335,1.0000022046968238,0.04899902185799281,0.0
1.0,2000.0,0.0,0.0,0.18181685770847283,0.0,-5.614863612912254,0.0,-0.2516103613395723,0.2516144923858001,1.0000009718866114,0.043554497280182264,0.0
1.0,2100.0,0.0,0.0,0.199649285138568,0.0,-5.752461127559555,0.0,-0.23962925157340073,0.23963239374007514,0.9999988513793161,0.038895358196320354,0.0
1.0,2200.0,0.0,0.0,0.21717444994435903,0.0,-5.882439873277686,0.0,-0.22873784747207096,0.22873867046134336,0.9999963666278677,0.034879763481465445,0.0
1.0,2300.0,0.0,0.0,0.2343322373600185,0.0,-6.0053411851982705,0.0,-0.21879381617566962,0.21879158774892257,0.9999939981868422,0.03139643191716828,0.0
1.0,2400.0,0.0,0.0,0.2510796935669817,0.0,-6.121665232668512,0.0,-0.2096785269664176,0.20967309334738482,0.9999921234009729,0.028357092283803325,0.0
1.0,2500.0,0.0,0.0,0.2673875417702066,0.0,-6.231873646590479,0.0,-0.20129234148355904,0.2012840339666725,0.9999909912287619,0.025691010829925382,0.0
1.0,2600.0,0.0,0.0,0.2832373086070611,0.0,-6.336392121683042,0.0,-0.19355098174129343,0.1935404876613854,0.9999907208155956,0.023340971647055696,0.0
1.0,2700.0,0.0,0.0,0.29861898214856675,0.0,-6.4356129721899915,0.0,-0.18638269745792568,0.18637092217565068,0.9999913142508057,0.021260288138638388,0.0
1.0,2800.0,0.0,0.0,0.31352911954019175,0.0,-6.529897613384412,0.0,-0.17972603433196974,0.17971397103873846,0.9999926764360578,0.019410555938449925,0.0
1.0,2900.0,0.0,0.0,0.32796932777591153,0.0,-6.619578943607947,0.0,-0.17352805969858748,0.17351667635528115,0.9999946372972548,0.017759945464480613,0.0
1.0,3000.0,0.0,0.0,0.34194505016436877,0.0,-6.704963607321815,0.0,-0.16774294013805377,0.16773308762250816,0.9999969733968187,0.01628189163296769,0.0
1.0,3100.0,0.0,0.0,0.3554646010323511,0.0,-6.786334126085894,0.0,-0.16233079259157301,0.16232313472698665,0.999999427321013,0.014954078936968216,0.0
1.0,3200.0,0.0,0.0,0.368538400770283,0.0,-6.8639508902863655,0.0,-0.15725674992333824,0.15725171402802374,1.0000017241048462,0.013757648350359888,0.0
1.0,3300.0,0.0,0.0,0.38117837186265013,0.0,-6.938054009322098,0.0,-0.1524901959863069,0.15248794151364486,1.0000035845174025,0.01267657238094516,0.0
1.0,3400.0,0.0,0.0,0.3933974638743945,0.0,-7.008865021740468,0.0,-0.14800413566316803,0.14800453806466823,1.0000047353579025,0.011697158712686772,0.0
1.0,3500.0,0.0,0.0,0.4052092814993537,0.0,-7.07658846957113,0.0,-0.14377467312343403,0.14377732002833932,1.000004917083322,0.010807653012586476,0.0
1.0,3600.0,0.0,0.0,0.41662779483026235,0.0,-7.141413342997944,0.0,-0.13978057739403324,0.139784774388376,1.0000038891584098,0.009997918824736468,0.0
1.0,3700.0,0.0,0.0,0.42766711512739414,0.0,-7.203514402706442,0.0,-0.13600291879661114,0.136007702390806,1.0000014335280645,0.009259177848274588,0.0
1.0,3800.0,0.0,0.0,0.4383413226933211,0.0,-7.263053387905786,0.0,-0.13242476322377703,0.132428918948642,0.9999973565869569,0.008583797861047647,0.0
1.0,3900.0,0.0,0.0,0.44866433614175033,0.0,-7.320180118286692,0.0,-0.12903091387041524,0.12903299779320873,0.9999914899793175,0.007965118500154762,0.0
