Pressure (atm),Temperature (K),W1_Energy_1_W2->P1,W1_Energy_1_W2->P2,W1_Frequencies_1_W2->P1,W1_Frequencies_1_W2->P2
0.5,560.0,-2.733984503370486,-0.16123250813659687,3.8739274301212046,-0.23579251171572702
0.5,570.0,-3.4439866825621706,-0.16851637329230368,4.436129832143954,-0.2862017933993092
0.5,580.0,-4.060464542069723,-0.17417938674551198,4.996042178295323,-0.3305922875851174
0.5,590.0,-4.589327790624678,-0.1782155922948799,5.547173199039184,-0.36860628010163593
0.5,600.0,-5.03668434723883,-0.18064492478985322,6.0841111909667935,-0.400014943165618
0.5,610.0,-5.408707107876384,-0.18150859430243813,6.602414402222943,-0.4247002009796439
0.5,620.0,-5.711530446858977,-0.18086499046845825,7.098505307085935,-0.4426381553353015
0.5,630.0,-5.9511710236745925,-0.17878608407902216,7.56957058667582,-0.45388411030631826
0.5,640.0,-6.133468371177999,-0.1753542937511727,8.01346790339558,-0.4585591724695997
0.5,650.0,-6.264041508108953,-0.17065978044032878,8.42864002671973,-0.45683836160211583
0.5,660.0,-6.348258465193574,-0.16479813042031,8.814036488728382,-0.4489401409126229
0.5,670.0,-6.391216156493533,-0.15786838723930613,9.169042683121264,-0.4351172611303432
0.5,680.0,-6.3977284813254,-0.14997139437525897,9.493416142051238,-0.4156488061519413
0.5,690.0,-6.372320920347356,-0.1412084123891379,9.78722960946911,-0.39083332680558636
0.5,700.0,-6.319230204109466,-0.13167997694683534,10.050820460695684,-0.36098295205747416
0.5,800.0,-5.005223141859026,-0.014498150512007606,11.212882182261602,0.14407559819360455
0.5,900.0,-3.7800609379241923,0.09324916426837342,10.508579515646883,0.8277753598357608
0.5,1000.0,-3.658894040317481,0.1507026159008147,9.009855475484521,1.4930204979346173
0.5,1100.0,-4.8487191587474285,0.14453915427921157,7.426315131060041,2.0400850223009885
0.5,1200.0,-7.229959182972349,0.07617019006101433,6.139299981626364,2.431946732076454
0.5,1300.0,-10.580319419950538,-0.04658106341415169,5.315714699909373,2.6655165087789827
0.5,1400.0,-14.669156140209447,-0.21393940529638836,4.999370890683053,2.7538335068232787
0.5,1500.0,-19.292480091092653,-0.4163063597357464,5.169711033414012,2.716213174636706
0.5,1600.0,-24.282212595840587,-0.6451432418685691,5.7762999292321755,2.5731792372648568
0.5,1700.0,-29.505049353449778,-0.8932347121719475,6.757981971891223,2.3440615801972173
0.5,1800.0,-34.85772810361213,-1.1546660801800808,8.052965084240066,2.0460130398835097
0.5,1900.0,-40.26158474621087,-1.4246836308743518,9.603735163394012,1.69374959263299
0.5,2000.0,-45.657524774978256,-1.6995203194746402,11.359112575867794,1.2996376614327674
0.5,2100.0,-51.00176590508842,-1.976224512090338,13.274782630552258,0.8739299749407395
0.5,2200.0,-56.26238545991102,-2.252507096373272,15.313053326539077,0.42504832975540796
0.5,2300.0,-61.416585119002775,-2.5266114754936435,17.44225876048732,-0.04013631610430744
0.5,2400.0,-66.44855250351914,-2.7972060220922734,19.63603505470422,-0.5160484555874667
1.0,250.0,-7.269691219362435,-0.1697282046779363,5.591396264010131,0.5432056881508555
1.0,260.0,-26.28747457745081,-0.18060874090931991,0.2734479404146045,-0.29417716004383276
1.0,270.0,-28.056890074447196,-0.19588493197740114,0.6729616058459631,-0.396277578434994
1.0,280.0,-21.994315420898634,-0.19396699870536535,3.2013055223449403,-0.22562696738923158
1.0,290.0,-13.195549171006036,-0.17376278650034238,6.077911429487248,-0.0025698984777450533
1.0,300.0,-4.2883884417836065,-0.14132355450124226,8.503270530163764,0.17943541442571787
1.0,310.0,3.4920294798768037,-0.10387018001775165,10.195550082084809,0.2909928061110179
1.0,320.0,9.67885581815866,-0.06743214919931025,11.13267493923269,0.33293403449732306
1.0,330.0,14.212468338022317,-0.0361841471879312,11.410800247273492,0.31849207127044454
1.0,340.0,17.233722797979347,-0.012520268231701732,11.168633331975716,0.26426560816466516
1.0,350.0,18.967709925729455,0.0026025235502897606,10.548782359769003,0.1859537652628911
1.0,360.0,19.6604418858829,0.00926910786973446,9.679658731889974,0.09662284364778821
1.0,370.0,19.546256916859637,0.008250623569010223,8.668529012143615,0.006266373686037906
1.0,380.0,18.832796781222257,0.000718930212941516,7.60037682230377,-0.07801899805438398
1.0,390.0,17.695791410993962,-0.011966580360473178,6.539577163036733,-0.1516044562385888
1.0,400.0,16.279089572178375,-0.028408929331717306,5.532733850036772,-0.21183393554263408
1.0,410.0,14.697286232813251,-0.04727272395960566,4.611803252626078,-0.2575533845700422
1.0,420.0,13.039436920186075,-0.06734475421637522,3.7970658138334894,-0.2887024758323064
1.0,430.0,11.373025795273959,-0.08756650529092751,3.0997512465143684,-0.3059795786355293
1.0,440.0,9.747752285241935,-0.1070470108837435,2.5242556913309278,-0.3105774108898488
1.0,450.0,8.198932001216427,-0.1250625160102297,2.069957326976502,-0.3039809539305571
1.0,460.0,6.750438372904608,-0.14104775242635706,1.7326688883901045,-0.28781738075072427
1.0,470.0,5.417182502985804,-0.15458229256528794,1.5057775490294139,-0.2637479135961229
1.0,480.0,4.207164717365407,-0.16537441458638014,1.3811240671509246,-0.23339259191224931
1.0,490.0,3.1231469798994764,-0.17324413467238395,1.3496693559817396,-0.19828030844738304
1.0,500.0,2.16399965852223,-0.17810649231813627,1.4019907182277906,-0.1598178605531046
1.0,510.0,1.3257743815525223,-0.17995576382132975,1.5286435113741175,-0.1192730265208872
1.0,520.0,0.6025500268750039,-0.17885098968029994,1.7204178106182706,-0.07776776058333033
1.0,530.0,-0.012906965566179323,-0.17490300200472275,1.9685140886231955,-0.03627849752443387
1.0,540.0,-0.5286327833490778,-0.1682630041561989,2.2646571642987787,0.004358717529377536
1.0,550.0,-0.9530774213999056,-0.15911266822943662,2.6011636848280917,0.04343998402685543
1.0,560.0,-1.2948124121836688,-0.14765566291036025,2.97097513061901,0.08038344647787084
1.0,570.0,-1.562315068569105,-0.1341104945232898,3.3676656812479435,0.11471825478529969
1.0,580.0,-1.7638129419263628,-0.11870453028892618,3.785432155961837,0.1460732339764853
1.0,590.0,-1.9071753278106303,-0.10166906963216144,4.219071555179899,0.17416571286127644
1.0,600.0,-1.999841241145386,-0.08323533299050709,4.663950398889425,0.19879081157076456
1.0,610.0,-2.048775406926566,-0.06363124530008205,5.115969015695786,0.21981137737062983
1.0,620.0,-2.0604455429023902,-0.04307890134232996,5.571523124688811,0.23714867748036883
1.0,630.0,-2.0408156125854036,-0.02179261116636846,6.027464424000621,0.25077389973966374
1.0,640.0,-1.995350857405083,2.2565010795858905e-05,6.4810614165819525,0.26070047118809236
1.0,650.0,-1.9290313246478998,0.022171872122032286,6.92996133413084,0.2669771767926299
1.0,660.0,-1.84637133425515,0.044471575299731406,7.372153739728698,0.26968204212084435
1.0,670.0,-1.7514429067647628,0.06674939476861692,7.805936178714827,0.268916932466975
1.0,680.0,-1.6479016349899205,0.08884471223031917,8.229882090194923,0.2648028145829977
1.0,690.0,-1.5390138465409962,0.11060859282869658,8.64281107607233,0.2574756245181114
1.0,700.0,-1.4276841919278886,0.13190366011426716,9.043761540848099,0.2470826848980878
1.0,800.0,-0.6124424868485746,0.29642830755285915,12.29551992232996,0.010076344892123687
1.0,900.0,-0.9728873204180163,0.3334410724997733,14.19718097148316,-0.3629561822192297
1.0,1000.0,-2.6206686470897678,0.22991682404136377,15.058796757264718,-0.7591361857980685
1.0,1100.0,-5.281667735962382,0.0014339462207062408,15.228678413504106,-1.1158802395009433
1.0,1200.0,-8.633941379590036,-0.32745571919194794,14.97641276481421,-1.40545100971426
1.0,1300.0,-12.407633855111449,-0.7320605652604449,14.487224582532374,-1.6201372295541747
1.0,1400.0,-16.40130372776626,-1.1908576420047032,13.881356366091573,-1.7625255077108022
1.0,1500.0,-20.473016778055484,-1.6862978214247188,13.234029424897612,-1.8398624783826594
1.0,1600.0,-24.52649538617735,-2.2045921624510476,12.590695388369202,-1.8610024833215388
1.0,1700.0,-28.498610926817182,-2.7351565989956934,11.977603019000856,-1.8348523899458677
1.0,1800.0,-32.349619559221445,-3.270003960835489,11.408818806494057,-1.769644704754068
1.0,1900.0,-36.055987624617956,-3.8031941820945687,10.890798891423453,-1.6726533730142845
1.0,2000.0,-39.60527173768125,-4.330375157387256,10.425335136911071,-1.5501369176180866
1.0,2100.0,-42.992520072780586,-4.848414365627399,10.01144074529075,-1.4073911797104963
1.0,2200.0,-46.217763859695545,-5.355109738579861,9.646549687321771,-1.2488486256193658
1.0,2300.0,-49.284277794706824,-5.848965539056336,9.327273600989713,-1.0781914348192227
1.0,2400.0,-52.1973785814818,-6.329019862686898,9.049873716385077,-0.8984621247171052
2.0,250.0,4.1057166261485945,0.664540197910679,-2.129255381075114,0.7185738494433456
2.0,260.0,-19.25839831553526,-0.6402685254953124,4.137388407424606,-0.5289665611077792
2.0,270.0,-21.68815854050221,-0.8800895538058756,5.220930936198315,-0.6670369072262321
2.0,280.0,-15.562852207042297,-0.6582982059056105,4.546518750731919,-0.3968536018862083
2.0,290.0,-7.121930836872664,-0.2930795764576341,3.634465035827141,-0.0513095804683434
2.0,300.0,0.7272144536380643,0.058607552437791297,3.05326183404435,0.22925890341184438
2.0,310.0,6.842144040590509,0.3292452186795912,2.921986063223326,0.40144691935118826
2.0,320.0,10.975844230403494,0.4993008417460616,3.1697663777141933,0.4673781521573513
2.0,330.0,13.300457882570866,0.5734836474449654,3.6649570196500645,0.44768761950412966
2.0,340.0,14.15247293211971,0.5673615006200906,4.2752842417596915,0.3678751360804906
2.0,350.0,13.901904741210393,0.5000263188666214,4.892243537275247,0.25189922502283374
2.0,360.0,12.890059037650483,0.3902677059554557,5.437709617002467,0.1196040281903463
2.0,370.0,11.404406786160372,0.25475520648860667,5.862325697866224,-0.013903508326885274
2.0,380.0,9.67279674964265,0.10734492224102482,6.140646818086386,-0.1379536192935909
2.0,390.0,7.8670784428138685,-0.041008351585588625,6.265518065391964,-0.24563935395342287
2.0,400.0,6.110699520512307,-0.18203482408042163,6.242832954928144,-0.33304971135018785
2.0,410.0,4.487399703038849,-0.30980119487086694,6.0871191121863815,-0.39854547944207636
2.0,420.0,3.049565651569246,-0.42032516769708184,5.818048680734862,-0.44213398988905694
2.0,430.0,1.8256102144593873,-0.5112031017375304,5.457808782486183,-0.4649579455634639
2.0,440.0,0.8261691912164794,-0.5812747272676754,5.029203907144513,-0.46889345127328397
2.0,450.0,0.049128397480149265,-0.6303340032820894,4.554348385947722,-0.4562437819044835
2.0,460.0,-0.5164042291244079,-0.6588870880706768,4.053816612320172,-0.4295128378787374
2.0,470.0,-0.8870290291715138,-0.6679542552961892,3.5461373904436475,-0.39124263929646325
2.0,480.0,-1.082730947167767,-0.6589107446320219,3.047539602355135,-0.34390093760017926
2.0,490.0,-1.1251573097506335,-0.6333609825003156,2.571875924444964,-0.2898071934580195
2.0,500.0,-1.0363713216061232,-0.593040746210677,2.1306682366209904,-0.23108733530806216
2.0,510.0,-0.8379757892614419,-0.5397423218790897,1.7332323176127695,-0.1696496693851193
2.0,520.0,-0.5505207695442639,-0.4752583205069382,1.386850563526244,-0.10717598429264816
2.0,530.0,-0.19312583781954792,-0.4013404549730216,1.0969701620177497,-0.0451232732030942
2.0,540.0,0.21673786958025723,-0.31967018463566704,0.8674108137948681,0.015267391686110878
2.0,550.0,0.663348712549049,-0.23183867628046853,0.7005711119184611,0.07295741863632227
2.0,560.0,1.1327518545746602,-0.1393340007658366,0.5976264157065193,0.1270945904641719
2.0,570.0,1.6127181872708833,-0.043533884261256824,0.5587137806283877,0.17699566590611782
2.0,580.0,2.092664079356818,0.054297333285780194,0.5831014652904122,0.2221286586256858
2.0,590.0,2.563546329219022,0.1530086043846665,0.6693419187455363,0.2620954609858131
2.0,600.0,3.0177429474559943,0.25155979170362175,0.815408102524608,0.29661525355577906
2.0,610.0,3.4489275016421543,0.34901766132707934,1.0188136347640815,0.32550897473514007
2.0,620.0,3.8519425405733076,0.4445507684277741,1.2767176451631828,0.3486850037145124
2.0,630.0,4.222675933476628,0.5374236341795605,1.5860154637298975,0.3661261234943694
2.0,640.0,4.557942693672743,0.6269905186664476,1.9434163828685103,0.3778777700906511
2.0,650.0,4.855373912492308,0.7126890198663376,2.345509766959464,0.3840375329771512
2.0,660.0,5.113313733974382,0.7940336698740373,2.7888207632539648,0.38474584502270814
2.0,670.0,5.330724795911897,0.8706096532401421,3.269856811928756,0.38017778395431917
2.0,680.0,5.507102202825582,0.9420667361683029,3.7851460755425173,0.3705358986742221
2.0,690.0,5.642395846129558,1.0081134672806216,4.331268818964996,0.35604397051008363
2.0,700.0,5.736940718767727,1.0685116890802857,4.904882676815286,0.3369416198609289
2.0,800.0,4.685016044285851,1.3382337988770732,11.501566870054127,-0.051103741741520804
2.0,900.0,1.118262276891924,1.019790834329379,18.111111869001572,-0.6320694970992514
2.0,1000.0,-3.4505946542388775,0.22641150995182324,23.446247155168752,-1.2330666775322094
2.0,1100.0,-8.002571770563065,-0.9071879653941204,27.050080604749784,-1.7606998062523878
2.0,1200.0,-11.985924006361456,-2.265898498082022,28.904119706566703,-2.1754381238785165
2.0,1300.0,-15.1599513517728,-3.7617007573747556,29.185244941644132,-2.468167932642106
2.0,1400.0,-17.46478539986572,-5.330673451289894,28.136826637582196,-2.6450757845673336
2.0,1500.0,-18.936113394827714,-6.927752824391543,26.00659897632483,-2.719006980741355
2.0,1600.0,-19.654436774946035,-8.521856802820261,23.0199042234124,-2.7048554320831197
2.0,1700.0,-19.716573590368014,-10.092002984727694,19.3706084553943,-2.617261266622846
2.0,1800.0,-19.220489313306338,-11.624404660305242,15.220336299081666,-2.4695708421608367
2.0,1900.0,-18.257802333886076,-13.110359915334477,10.701264483294613,-2.2734624581661746
2.0,2000.0,-16.91057583922398,-14.544738030191963,5.9201331111904985,-2.038907635398942
2.0,2100.0,-15.250424051045558,-15.92490090489643,0.962377522274527,-1.7742893090019856
2.0,2200.0,-13.338807090686743,-17.24993639085002,-4.104089531357034,-1.4865824868264306
2.0,2300.0,-11.227883258423157,-18.52011374021837,-9.225607993894812,-1.181549101395425
2.0,2400.0,-8.961572755850305,-19.73649690596236,-14.360031012966576,-0.8639237915561756
3.0,250.0,13.199368242546166,1.4248964210282755,-8.505580419940173,0.40233532628905394
3.0,260.0,-12.489092647764096,-1.088836251436619,7.459511632188747,-0.30665906494897
3.0,270.0,-15.301848796168995,-1.5349078330667478,9.05670370248412,-0.39976106016132673
3.0,280.0,-9.432609435058632,-1.1039463802452614,5.619740924264697,-0.26189986309325747
3.0,290.0,-1.73763066040932,-0.41364360608569534,1.4537089064655426,-0.07707446972539539
3.0,300.0,4.803624447639799,0.23783166340132492,-1.7162447279426918,0.07613279333931125
3.0,310.0,9.192374474296424,0.7268144219554993,-3.4302517305578903,0.17247872955488847
3.0,320.0,11.382131676953744,1.0214667001202538,-3.7986512249522155,0.21198632642043597
3.0,330.0,11.731707144837655,1.135102159112765,-3.1445853045326486,0.20513272189722784
3.0,340.0,10.724142471857077,1.1003185390659327,-1.8291148994710673,0.16532481711859479
3.0,350.0,8.83102160055941,0.955119480508581,-0.17339599284146773,0.10533292831870894
3.0,360.0,6.454738397145352,0.735887665433339,1.5690050438554763,0.03582829118390415
3.0,370.0,3.9111771279310665,0.4742124008741654,3.215193961669036,-0.035002476451338915
3.0,380.0,1.4321140256575626,0.19582770667575045,4.645097868053356,-0.10132805820601783
3.0,390.0,-0.82385465005328,-0.07934711592521186,5.789787881333725,-0.1593295897372123
3.0,400.0,-2.757724032197707,-0.33663964325597573,6.619485930710274,-0.20680008291603713
3.0,410.0,-4.316736843651936,-0.5658502752270541,7.132828177843581,-0.24276164660453545
3.0,420.0,-5.482573077774252,-0.7604445834461997,7.347942043476452,-0.2671326018614101
3.0,430.0,-6.26150489231602,-0.9167988690219463,7.295387398444141,-0.2804538787195523
3.0,440.0,-6.67651685445604,-1.0335370126495909,7.012782423806901,-0.28367288913150135
3.0,450.0,-6.761194489062879,-1.110969838718302,6.540850604493567,-0.27797816514309265
3.0,460.0,-6.555112628266758,-1.1506341390783645,5.920614907781246,-0.2646764729133417
3.0,470.0,-6.100448020356045,-1.154921795756229,5.191488829316173,-0.2451042035212867
3.0,480.0,-5.439563939191518,-1.126786885680623,4.390050570208092,-0.22056568736013749
3.0,490.0,-4.613349644803868,-1.0695183423315706,3.549325374978099,-0.19229219110508353
3.0,500.0,-3.6601348465759638,-0.9865665784740102,2.6984369378479953,-0.16141648539976336
3.0,510.0,-2.615034145983552,-0.8814138038764116,1.8625197587428652,-0.1289589007054382
3.0,520.0,-1.5096068458209986,-0.7574792479099509,1.0628099643271696,-0.09582167386849458
3.0,530.0,-0.37174300874472505,-0.6180519317008489,0.3168527275542276,-0.06278912144712186
3.0,540.0,0.7742925515258566,-0.46624493775593223,-0.3612193406627915,-0.03053176879217068
3.0,550.0,1.907710024556211,-0.3049662616170002,-0.9603698712076576,0.00038696586625865223
3.0,560.0,3.010976672477619,-0.13690229522177097,-1.4723279172205457,0.02950256533468927
3.0,570.0,4.069559582929906,0.0354892040758772,-1.8912588109212123,0.0564404344967915
3.0,580.0,5.071649621678671,0.20997914391382935,-2.213447466837276,0.08090668069588115
3.0,590.0,6.007881115543979,0.38456207441619733,-2.4370009247873434,0.10267902181946602
3.0,600.0,6.871057278652917,0.5574476271715079,-2.561574042278614,0.12159806784693569
3.0,610.0,7.655888019862859,0.727049583346686,-2.5881201906050153,0.13755913104409215
3.0,620.0,8.358744276018307,0.8919734627727862,-2.518667374890228,0.15050465389583356
3.0,630.0,8.977431198151317,1.0510033077444176,-2.3561192269428908,0.1604172964233983
3.0,640.0,9.510981213978463,1.203088163748742,-2.104079688084111,0.16731369115712147
3.0,650.0,9.95946707411673,1.3473286251973602,-1.7666998152271554,0.1712388512035767
3.0,660.0,10.323834363917788,1.4829637099458843,-1.3485449367982874,0.17226120178758414
3.0,670.0,10.605752552817052,1.60935824581831,-0.8544803034778679,0.17046819638822078
3.0,680.0,10.80748340135996,1.7259908905823607,-0.2895733831830613,0.16596247339098869
3.0,690.0,10.931765409108225,1.8324428598582638,0.3409889885636227,0.15885850703893073
3.0,700.0,10.981712931573348,1.9283874021113923,1.0319702937237814,0.1492797063065269
3.0,800.0,8.203213798232124,2.286465863598912,10.167199509429285,-0.053134885026956555
3.0,900.0,2.009577820816642,1.6281059128953206,20.505071052488947,-0.3622544613753289
3.0,1000.0,-4.802092580266773,0.1860145936841488,29.436658027582975,-0.6859627016435408
3.0,1100.0,-10.65483026056377,-1.7935696779262629,35.82827075000457,-0.9737987074954977
3.0,1200.0,-14.849746239142423,-4.111312673919605,39.41116195687303,-1.2038866028153477
3.0,1300.0,-17.198759224560376,-6.620613483900703,40.34497017315724,-1.370648947160682
3.0,1400.0,-17.77690762686949,-9.218540624784222,38.96673827089376,-1.4768032933274204
3.0,1500.0,-16.777353925672784,-11.834866008352082,35.66068573267402,-1.5287519039249908
3.0,1600.0,-14.432673521566064,-14.422808988398218,30.796325897992666,-1.534102541672366
3.0,1700.0,-10.974862577164656,-16.95204579789905,24.70275914714089,-1.5004170923196631
3.0,1800.0,-6.616834155806391,-19.403669453981088,17.661163983667898,-1.4346360327621128
3.0,1900.0,-1.5453906035947533,-21.76663210848618,9.905884685438854,-1.3428618711437235
3.0,2000.0,4.079937652942824,-24.03525785565027,1.6291470937710502,-1.2303253339541345
