Pressure (atm),Temperature (K),B1_Frequencies_1_R1->P1,B1_Frequencies_1_P1->W1,B1_Energy_1_R1->P1,B1_Energy_1_P1->W1,B4_Energy_1_R1->P1,B4_Energy_1_P1->W1,W1_Frequencies_1_R1->P1,W1_Frequencies_1_P1->W1,B3_Frequencies_1_R1->P1,B3_Frequencies_1_P1->W1,R1_Frequencies_1_R1->P1,R1_Frequencies_1_P1->W1,B2_Frequencies_1_R1->P1,B2_Frequencies_1_P1->W1,B4_SymmetryFactor_1_R1->P1,B4_SymmetryFactor_1_P1->W1,B1_SymmetryFactor_1_R1->P1,B1_SymmetryFactor_1_P1->W1,colrel_Sigmas_R1->P1,colrel_Sigmas_P1->W1,W3_SymmetryFactor_1_R1->P1,W3_SymmetryFactor_1_P1->W1,B3_SymmetryFactor_1_R1->P1,B3_SymmetryFactor_1_P1->W1,W3_Energy_1_R1->P1,W3_Energy_1_P1->W1,P1_Frequencies_1_R1->P1,P1_Frequencies_1_P1->W1,B2_SymmetryFactor_1_R1->P1,B2_SymmetryFactor_1_P1->W1,B4_Frequencies_1_R1->P1,B4_Frequencies_1_P1->W1,W1_SymmetryFactor_1_R1->P1,W1_SymmetryFactor_1_P1->W1,colrel_PowerOne_R1->P1,colrel_PowerOne_P1->W1,colrel_FactorOne_R1->P1,colrel_FactorOne_P1->W1,R1_Energy_1_R1->P1,R1_Energy_1_P1->W1,W3_Frequencies_1_R1->P1,W3_Frequencies_1_P1->W1,P1_SymmetryFactor_1_R1->P1,P1_SymmetryFactor_1_P1->W1,colrel_Epsilons_R1->P1,colrel_Epsilons_P1->W1,B2_Energy_1_R1->P1,B2_Energy_1_P1->W1,B3_Energy_1_R1->P1,B3_Energy_1_P1->W1,R1_SymmetryFactor_1_R1->P1,R1_SymmetryFactor_1_P1->W1,W1_Energy_1_R1->P1,W1_Energy_1_P1->W1,B1_ImaginaryFrequency_1_R1->P1,B1_ImaginaryFrequency_1_P1->W1,P1_Energy_1_R1->P1,P1_Energy_1_P1->W1
0.1,1900.0,-0.12524473676877954,1.414585900191336e-05,-0.003326434644118916,1.6081823928412317e-05,-0.000737823544703024,-0.1667823879641942,-2.717837698103682e-07,-3.7074854945079334,-0.39364606001411684,0.0,1.7587316464043012,0.0,-1.239333968119433,0.0,-0.010332725581628859,-0.024458519564019007,-0.028667017410061692,1.7182314458614275e-05,3.436623897415312e-06,1.2081472028634188,1.2977071994379123e-06,4.730661820528589e-06,-0.23527073160968046,0.0,-7.06693590045823e-07,-2.2978800094443e-07,0.0,0.15991814872849722,-0.7115773980522939,0.0,-0.015196239177266953,8.267010197926656e-05,-8.400319514944819e-07,-0.9763091745566528,1.5780664986941998e-05,2.172226813158115,8.7600493623972e-06,1.195324393786375,0.264833125821108,0.0,-4.918100856764118e-06,1.5289467172106676e-05,0.0,0.9999948593258384,7.640771255131459e-08,0.07773601681183694,-0.191580981380869,-0.007529009800828819,-0.06786756261795551,-0.007529009800828819,0.9999817781974075,0.0,2.8858275399655508e-09,-0.08444802530933175,0.0010301722921588741,-0.0003265411002295048,0.0,0.2648470139724275
0.1,2000.0,-0.133551375537619,1.2464022778615374e-05,-0.0034684722168075942,1.334078343261703e-05,-0.0008350603363398108,-0.14813050580219894,-4.805263578685311e-07,-3.719003334476757,-0.3933791347255669,0.0,1.8084663535597578,0.0,-1.2790196180950169,0.0,-0.012053890634927608,-0.02179279593685036,-0.03048522293408537,1.5200645573732784e-05,2.9302996385194945e-06,1.2114548419231677,1.1489098116156263e-06,4.556222431795237e-06,-0.22904059611632804,0.0,-8.958728734420902e-07,-3.0285868722311806e-07,0.0,0.17771510202675134,-0.7148154499984449,0.0,-0.01791872936708804,8.3124242189618e-05,-9.965417748621777e-07,-0.9789181906683619,1.440407847669917e-05,2.2475052536770437,7.710273293496853e-06,1.207104031451811,0.2515903754211906,0.0,-3.784354046611721e-06,1.356672653799438e-05,0.0,0.9999949482656157,-1.3886908697037733e-08,0.07673119621112265,-0.1830206384644816,-0.009006489302488093,-0.06312277213656492,-0.009006489302488093,0.9999827108311519,0.0,1.0316461456266307e-08,-0.09063065328148097,0.0010524368570137815,-0.0003012955938374178,0.0,0.251603040011586
0.1,2100.0,-0.14154894363062662,1.0898621525805321e-05,-0.003597777327132099,1.1062053696053109e-05,-0.0009347575347149224,-0.13012879297510058,-6.563066940418543e-07,-3.7299973683332333,-0.3924073112795446,0.0,1.854517183715915,0.0,-1.3158272078885365,0.0,-0.01386264940448424,-0.01923847048240579,-0.032229368488614484,1.3353831377829575e-05,2.362106861008015e-06,1.2146254900852622,8.642345192994698e-07,4.307571095907713e-06,-0.22312416442309516,0.0,-9.992015438910906e-07,-3.764080464503731e-07,0.0,0.1953231238805458,-0.7177106829212623,0.0,-0.020796603372288246,8.30146085286008e-05,-1.0974080112128505e-06,-0.9814127124682,1.3065369256939908e-05,2.315412994715014,6.667267819590315e-06,1.2164660624409902,0.23960952408123135,0.0,-2.8122449582494963e-06,1.1917245976247095e-05,0.0,0.9999952832973957,-8.157248279763424e-08,0.07595570350705057,-0.17520260676183264,-0.00924020684505371,-0.05888063880614166,-0.00924020684505371,0.9999839407738114,0.0,1.602951759466217e-08,-0.09902290558909424,0.0010703520295690663,-0.0002796182338841657,0.0,0.23962059553722315
0.1,2200.0,-0.14923724570352637,9.442165833447262e-06,-0.0037153608688178567,9.189944068359113e-06,-0.001036105717847175,-0.11272240354485903,-7.946450467316553e-07,-3.740501683925101,-0.39086292740169554,0.0,1.8972590193798073,0.0,-1.350031045958574,0.0,-0.01573972569206199,-0.016781440913900277,-0.03390030709893461,1.163280688500697e-05,1.7435243336859902e-06,1.2176766145298583,4.7092965187031884e-07,3.99468469533883e-06,-0.21749741375393772,0.0,-1.0143433073381341e-06,-4.4949326370515865e-07,0.0,0.21266669807677913,-0.720305216735079,0.0,-0.023797429521489128,8.241891896689607e-05,-1.141227167271427e-06,-0.983806650428959,1.1773725839656451e-05,2.3765151048418183,5.638043901560895e-06,1.223633780401874,0.22871854563166866,0.0,-1.9822681445892166e-06,1.035630456642622e-05,0.0,0.9999958508211385,-1.2494421430705415e-07,0.07537695667610875,-0.16803381732452916,-0.00831703853932988,-0.05506564420305162,-0.00831703853932988,0.9999854296134799,0.0,1.9678064339633414e-08,-0.10937941563067435,0.0010844312313448917,-0.0002612287586131877,0.0,0.22872768102370564
0.1,2300.0,-0.15662044408739567,8.087003387366694e-06,-0.0038222154461313666,7.673381056617949e-06,-0.0011384127081253866,-0.09587168259092024,-8.935107602599803e-07,-3.750545681459455,-0.388855541255697,0.0,1.937020878017613,0.0,-1.381876111810548,0.0,-0.017668066749099518,-0.014411424017423563,-0.03549975602535947,1.0028546086560695e-05,1.0850408704147071e-06,1.2206209081394268,-8.119196515469953e-09,3.626912480418764e-06,-0.2121392999765247,0.0,-9.425908460064129e-07,-5.214299377311391e-07,0.0,0.22968954794232235,-0.7226353115868559,0.0,-0.02689236669402573,8.140716864901922e-05,-1.1288569272138045e-06,-0.9861103450391402,1.0534879178650957e-05,2.431378611706544,4.628172089903968e-06,1.2288291763846186,0.21877531488199306,0.0,-1.276524075881123e-06,8.892444730400094e-06,0.0,0.9999966331248252,-1.435389195316799e-07,0.07496676288503434,-0.16143617007500766,-0.0063380370866863425,-0.05161651889853277,-0.0063380370866863425,0.9999871415507936,0.0,2.1073870803220276e-08,-0.12145543968153724,0.0010951435018470514,-0.00024584015026254567,0.0,0.21878220202355655
0.1,2400.0,-0.16370571572524575,6.825606145525173e-06,-0.003919288847865111,6.466417651483795e-06,-0.001241094200279309,-0.0795466893957759,-9.526167492183969e-07,-3.7601555604252517,-0.38647588643541997,0.0,1.9740920111700024,0.0,-1.411580922023607,0.0,-0.019632818195914545,-0.012120762673867939,-0.03703000298216631,8.532302466620573e-06,3.959453192920071e-07,1.2234677850547795,-5.538740966271743e-07,3.2127957673089574e-06,-0.2070311393670195,0.0,-7.876242993000756e-07,-5.917328236512772e-07,0.0,0.24635080996891198,-0.7247322648189194,0.0,-0.03005617416161562,8.004160183050201e-05,-1.0626492370914615e-06,-0.9883316639493479,9.35200412125632e-06,2.480553055831789,3.641898572583697e-06,1.232265106746273,0.20966138135410353,0.0,-6.789418902067455e-07,7.5294036313708755e-06,0.0,0.9999976104675217,-1.3776157071986034e-07,0.07470079403863189,-0.1553436415170904,-0.0034093561178462554,-0.048483071230064095,-0.0034093561178462554,0.9999890437920277,0.0,2.014617226616166e-08,-0.1350168071082597,0.0011029115121861024,-0.00023317054466005528,0.0,0.2096657404928465
0.1,2500.0,-0.17050225561136276,5.6507475083034215e-06,-0.0040074694536704,5.528236593406303e-06,-0.0013436623632061355,-0.063723667383443,-9.728787810579242e-07,-3.7693552070550767,-0.38379914855552877,0.0,2.008727240528222,0.0,-1.4393403371416886,0.0,-0.02162119419694947,-0.009903611354958769,-0.038493692335532445,7.135756328722068e-06,-3.157079028757122e-07,1.2262244017182702,-1.150606078218309e-06,2.7600034665385956e-06,-0.20215616875103634,0.0,-5.546045425352529e-07,-6.600688458144414e-07,0.0,0.2626218873697737,-0.726623158892996,0.0,-0.03326703034937639,7.837707166682013e-05,-9.458871122582135e-07,-0.9904767509877284,8.226412048877151e-06,2.5245590082507223,2.6823207180762805e-06,1.2341408747643652,0.20127723688798416,0.0,-1.7529310895657848e-07,6.267553161596782e-06,0.0,0.9999987624862384,-1.0860019931886193e-07,0.07455809276795902,-0.1497000366757393,0.0003635650736779992,-0.04562381825413272,0.0003635650736779992,0.9999911066841637,0.0,1.6908564163524163e-08,-0.1498454694248656,0.0011081125509117306,-0.00022295064078549208,0.0,0.2012788207416989
0.1,2600.0,-0.17702054196505576,4.555603981681508e-06,-0.00408757944769135,4.822881668209414e-06,-0.0014457140083052936,-0.04838277791527426,-9.560100304664439e-07,-3.778166727421297,-0.3808876679606923,0.0,2.0411515795979476,0.0,-1.4653281954552875,0.0,-0.023622295863877478,-0.00775537874962406,-0.039893670749951274,5.831096303282275e-06,-1.043040001032725e-06,1.2288963553841576,-1.785386818579664e-06,2.2753366031425022e-06,-0.1974992247107939,0.0,-2.495244077350473e-07,-7.262203376668454e-07,0.0,0.27848388923169026,-0.7283314877622559,0.0,-0.036506253630099156,7.646160101909521e-05,-7.823797454834749e-07,-0.9925505394402191,7.158077067660118e-06,2.5638819517901124,1.7515751618324442e-06,1.2346400642675672,0.19353867493427102,0.0,2.4690505591308647e-07,5.104962149521883e-06,0.0,1.000000069115598,-5.741343622863871e-08,0.07452062251163347,-0.14445722443906964,0.004879574854003967,-0.043004193727179126,0.004879574854003967,0.9999933036799572,0.0,1.1433224436700976e-08,-0.16574217056413412,0.0011110811591457923,-0.00021492796215299197,0.0,0.1935372676385447
0.1,2700.0,-0.1832717980204363,3.5338060381163476e-06,-0.004160373028635247,4.3188572962168976e-06,-0.0015469192108859763,-0.03350665550805649,-9.042224111206174e-07,-3.786610771646784,-0.37779316380463485,0.0,2.0715642130874294,0.0,-1.4896997211900347,0.0,-0.025626910288462264,-0.0056723456699493075,-0.041232876791959486,4.611055765112619e-06,-1.7802441338326861e-06,1.2314881626951821,-2.4476339011381508e-06,1.7647718544500642e-06,-0.19304650348816693,0.0,1.2124629611937112e-07,-7.900565336671811e-07,0.0,0.2939255607539395,-0.7298776830263695,0.0,-0.0397579826395432,7.433702886344456e-05,-5.761773279232778e-07,-0.9945571050087715,6.146032291124679e-06,2.5989697013994184,8.510154881459548e-07,1.2339298242371781,0.18637395854146788,0.0,5.985387594936421e-07,4.038172911233352e-06,0.0,1.0000015111631781,1.422465487907677e-08,0.07457286662697094,-0.1395737395704307,0.010043863308990554,-0.04059517692330079,0.010043863308990554,0.9999956111973454,0.0,3.831289651461024e-09,-0.18252728001584478,0.0011121125819372577,-0.00020886896988518065,0.0,0.18636937392240896
0.1,2800.0,-0.18926760097718123,2.5794555265775637e-06,-0.004226537720476493,3.988678798894863e-06,-0.001647010836404357,-0.019079496722384792,-8.200101118563755e-07,-3.794706735692096,-0.37455856249600794,0.0,2.1001419123773593,0.0,-1.5125936905043484,0.0,-0.027627309312462146,-0.003651402821363909,-0.042514262914828196,3.468919274753035e-06,-2.5224647803272356e-06,1.2340035878331719,-3.128716436134446e-06,1.2335252060906716e-06,-0.1887853765091218,0.0,5.512727218164282e-07,-8.515115916109115e-07,0.0,0.3089416184683908,-0.7312795569416464,0.0,-0.043008850447904735,7.203967309505078e-05,-3.3137469765631625e-07,-0.9964999092832721,5.188666111772767e-06,2.630232101511266,-1.8630322432101638e-08,1.2321610597356756,0.17972159490966202,0.0,8.890655014520031e-07,3.062764149870507e-06,0.0,1.0000030706455856,1.0463573933410261e-07,0.07470147639190608,-0.13501366567595588,0.015769002845575596,-0.03837223228793098,0.015769002845575596,0.9999980084184611,0.0,-5.761810467707089e-09,-0.2000404916792853,0.0011114665229947722,-0.0002045597471187403,0.0,0.1797136743754492
0.1,2900.0,-0.19501960080608247,1.6871216478386206e-06,-0.004286697517973658,3.8084202474445226e-06,-0.0017457751620706017,-0.005086494971290331,-7.059953346830287e-07,-3.8024728920444333,-0.37121950091485406,0.0,2.127041962929847,0.0,-1.5341343589130674,0.0,-0.02961705869178936,-0.0016898707704451328,-0.043740741222376714,2.3985097871470936e-06,-3.2656756814618156e-06,1.2364458675135217,-3.821619562654229e-06,6.861240332218743e-07,-0.18470424496730706,0.0,1.0342628026689324e-06,-9.10567721101908e-07,0.0,0.32353141582729716,-0.7325526761929834,0.0,-0.04624767211633879,6.960097001944842e-05,-5.19799396761765e-08,-0.9983819681600818,4.283942182394959e-06,2.6580421379850443,-8.571255641330434e-07,1.2294691635172674,0.1735285701425133,0.0,1.1266823903791538e-06,2.1737552642995924e-06,0.0,1.0000047309611007,2.1211519948380796e-07,0.07489496500733346,-0.13074573549927146,0.02197532568672826,-0.03631448137766745,0.02197532568672826,1.0000004770590998,0.0,-1.7197128111358826e-08,-0.21813985655188353,0.0011093708969322782,-0.00020180576259515916,0.0,0.17351718039751407
0.1,3000.0,-0.20053932087690035,8.518237183986633e-07,-0.004341417031497257,3.757285228945242e-06,-0.0018430436325347654,0.008486501533098339,-5.648204934770796e-07,-3.8099264796448393,-0.36780556312599,0.0,2.1524046729849515,0.0,-1.5544331644615645,0.0,-0.031590843037058405,0.00021462359360851927,-0.04491514664107623,1.3941641178338886e-06,-4.00656453155077e-06,1.238817865093474,-4.5206625555210925e-06,1.2648056536764993e-07,-0.1807924224005579,0.0,1.5642001971938432e-06,-9.67242274447288e-07,0.0,0.33769787638445353,-0.7337106778689368,0.0,-0.049465155856604284,6.70480693942422e-05,2.581701165121041e-07,-1.0002059686400366,3.429561574069751e-06,2.6827378820980674,-1.664612992379729e-06,1.2259750461025183,0.16774893685741862,0.0,1.3184849011212944e-06,1.365893603006992e-06,0.0,1.0000064769529113,3.3498546988287137e-07,0.07514344339396718,-0.1267426008239935,0.02859087877190193,-0.03440405027529032,0.02859087877190193,1.0000030011289989,0.0,-3.0319976195011305e-08,-0.23670045667513923,0.0011060254054185508,-0.00020043106609594772,0.0,0.16773396757651454
0.2154,200.0,-0.002688750388982565,2.660798576273902e-07,-0.00013012574122271358,6.875618309703727e-07,-2.6331635434937615e-05,-2.456015443556301,-4.396843140285793e-05,-2.2413877676182072,-0.012394676289576901,0.0,0.018784707339106126,0.0,-0.007286345891268825,0.0,1.968090919110521e-05,-0.43063228029369016,-0.0008233677961551617,6.40649695268054e-07,-0.00011945987247030128,0.7038689487522978,3.128000263703882e-06,1.5901128038473738e-07,-0.6222687547889373,0.0,5.591767122890202e-07,2.3715005382460058e-08,0.0,-3.0176474304387127e-06,-0.35515960211145015,0.0,2.0165529309819497e-05,-4.2347762914683407e-07,-3.3230683197659558e-06,-0.5780597010861891,-2.962244976455068e-05,-0.23133500700055795,-0.00011976062752964468,0.5619539117930471,2.5160712892568404,0.0,-1.6567517886511686e-06,-4.863376024710132e-08,0.0,1.000000493642667,-1.6659458800928958e-05,0.15241950217120767,-0.8499635805771908,-0.001151105615824105,-1.5204683155998289,-0.001151105615824105,0.9999670554413586,0.0,-6.861788274536222e-05,-0.05814089808730828,5.906074952964757e-06,-4.093917444963419e-06,0.0,2.516114971833745
0.2154,210.0,-0.0025746155875266607,-1.2565211521327741e-06,-0.00017104002264544096,-2.9387106749671476e-06,-3.0163854485779896e-05,-2.3303675297843274,-2.5747316329699206e-06,-2.3061291105277886,-0.014712608203950907,0.0,0.023664727121460675,0.0,-0.0087984741094142,0.0,-0.00043492944397090374,-0.412057436780321,-0.0007129667078595447,-2.7075396277512e-06,-6.837890675024424e-05,0.7269187320706987,7.246205248362522e-06,-6.343756218287602e-07,-0.6083289647369239,0.0,3.421099601778955e-07,-9.040926040019213e-08,0.0,3.097677835173003e-05,-0.36834446320377656,0.0,-0.0007359666854897598,1.6609650435301386e-06,-6.553114336990022e-06,-0.5963857466305978,1.3409528458201242e-05,-0.23942872927177813,-9.493038557682668e-05,0.566620371322837,2.3962473072147232,0.0,4.27290710103349e-05,2.629783278786863e-07,0.0,0.9999921573180708,-2.4087113274441495e-05,0.15694347714123183,-0.8431455720055154,0.004808784449244562,-1.4171764677561518,0.004808784449244562,0.9999690964208334,0.0,-6.50305532559691e-06,-0.07859955629851889,1.635568732262815e-05,1.5802954871602132e-05,0.0,2.39626916742426
0.2154,220.0,-0.003094680546215666,1.1076569677369895e-06,-0.00022234803625660143,2.1859475600077176e-06,4.34638333201269e-06,-2.2232365311583546,1.2665827762840208e-06,-2.3685550587067676,-0.018396724919119173,0.0,0.029164106060446594,0.0,-0.012164176533210098,0.0,0.00023591573972604166,-0.39622328201393114,-0.0008361713867051875,1.8935042862444948e-06,-5.2405937479380445e-05,0.7465634785979911,1.7473840815753177e-05,4.469921634455784e-07,-0.5954719738420701,0.0,1.435076090371288e-06,5.239946270822311e-08,0.0,-6.435524186680766e-05,-0.3814358428940497,0.0,0.00043873166096102564,-1.0975058643069876e-06,-1.8344973729668112e-06,-0.6120153148935832,1.5006994871493879e-05,-0.17726170947014416,-8.223323956181517e-05,0.5999279348440116,2.2873296658694655,0.0,5.2967613961393007e-05,-2.5194574540276845e-07,0.0,0.9999986869509013,-1.7686828271487586e-05,0.16062537262167395,-0.836342050954318,-0.0035217493714746573,-1.3260872400566093,-0.0035217493714746573,0.9999708654365842,0.0,3.3546265234536245e-06,-0.056676846183769995,4.373725436765674e-05,-9.037477073888981e-06,0.0,2.287356882761553
0.2154,230.0,-0.0032934467451200752,1.3130001180071451e-06,-0.00021789221258861665,1.6236487162886912e-06,1.1833442941480932e-05,-2.1224097135188247,-6.191588966351972e-07,-2.425871900379521,-0.021760068867892945,0.0,0.035302681002266544,0.0,-0.015118434238473822,0.0,0.00028610569707415966,-0.38078994600104094,-0.0008754728985836493,2.681496212216599e-06,-4.6908217713016776e-05,0.7657095951450353,2.2162042353997244e-05,4.95577054559681e-07,-0.5832767374710145,0.0,1.5931195725122081e-06,7.570465577129483e-08,0.0,-1.023657209143785e-05,-0.3933817541469423,0.0,0.0005198539387146999,-1.300054735383773e-06,1.0424928989556544e-06,-0.6272205158274556,1.0631239643151711e-05,-0.14873633432230904,-7.484121757521652e-05,0.6172593613945119,2.1878958042304446,0.0,5.1644286334539414e-05,-2.8657585180193993e-07,0.0,1.000002282386266,-1.1890615365043674e-05,0.16375930845620054,-0.8284480060236123,-0.004504146224095621,-1.2443777976799477,-0.004504146224095621,0.9999809459363692,0.0,1.8243819075414471e-06,-0.055362533963394626,6.190552363825359e-05,-1.7511451592206184e-05,0.0,2.1879160927993504
0.2154,240.0,-0.003304291240155711,-3.7162721934863806e-08,-0.00019098303246976324,-1.5813791141780574e-06,4.159169287493741e-06,-2.028274580669247,-1.3710128640864867e-06,-2.478415546093193,-0.0250711950979399,0.0,0.04205766026924891,0.0,-0.018024405515404025,0.0,1.579109753618107e-05,-0.3660106391429819,-0.000862281828895852,5.182877885744765e-07,-4.454260308668616e-05,0.7840449063676795,2.2156565428435992e-05,4.0627525263319954e-08,-0.5717629450812288,0.0,1.3246370747499825e-06,2.239864563953753e-08,0.0,5.20757786004265e-05,-0.40441635007872534,0.0,4.0087322281798475e-05,-2.0595636201586226e-07,1.6433733641067051e-06,-0.6417637514281925,7.568660464682905e-06,-0.13982625750159153,-7.037576478105583e-05,0.6250489635076828,2.096749489342391,0.0,4.730795329933135e-05,-1.4877087693647798e-08,0.0,1.0000020704009598,-8.750065911500483e-06,0.1662906020255355,-0.8194869057441491,-0.0011552083941212187,-1.1707075678617513,-0.0011552083941212187,0.9999930631132754,0.0,-2.2063606472368927e-07,-0.0660023914331736,7.292741631117029e-05,-7.885479795796004e-06,0.0,2.0967564985865925
0.2154,250.0,-0.0033195204714206784,-1.457690887926889e-06,-0.00016879690283435592,-3.626686038709727e-06,-4.5048637898930545e-06,-1.9417716118702637,-7.507370735241442e-07,-2.527082237017608,-0.028633684650642144,0.0,0.04939669633999843,0.0,-0.02133182888493719,0.0,-0.00022352753503044348,-0.35222868556088244,-0.0008521857287675404,-2.048286111250836e-06,-4.3135932253992745e-05,0.8011445114531719,2.0100113958584096e-05,-3.3414771445337076e-07,-0.5609496154695017,0.0,1.1466148226754242e-06,-3.5418843115538425e-08,0.0,5.9025004801560406e-05,-0.41481426228450047,0.0,-0.00038339013774948516,7.171232604783115e-07,1.119116942180453e-06,-0.6553194753405592,5.98334692583403e-06,-0.13063772124640619,-6.764223890087829e-05,0.6320763539604863,2.0128899654640486,0.0,4.3032354532651416e-05,2.6504522927407446e-07,0.0,1.0000001429000247,-7.445079362411642e-06,0.16821489524365504,-0.8097223430107391,0.002231872838732526,-1.1041252731315767,0.002231872838732526,1.0000024306734068,0.0,-9.581265038880665e-07,-0.07646364066261557,8.079932650134989e-05,6.899469206597029e-06,0.0,2.0128856509685265
0.2154,260.0,-0.003421799852050402,-1.984066270112062e-06,-0.00016087720212340528,-2.843644909104493e-06,-8.443230557312198e-06,-1.8627102412676073,3.6598712648218215e-07,-2.5726030147189416,-0.03253569409047518,0.0,0.057290206366070046,0.0,-0.025208194654826276,0.0,-0.00030545824190244137,-0.33951956062205285,-0.0008696406805744037,-3.3649923277674375e-06,-4.1994189325863755e-05,0.8169151520633697,1.7848297645984814e-05,-4.3652841820522887e-07,-0.5508052879300115,0.0,1.2269444854770023e-06,-6.440987122250562e-08,0.0,2.2478419868206467e-05,-0.4247089606078437,0.0,-0.0005288010336147592,9.540326836517094e-07,3.512142068414158e-07,-0.6678196225794092,4.973610049694841e-06,-0.11298958678142731,-6.586471615960661e-05,0.6419542803496804,1.9354749455109124,0.0,3.9750331609217025e-05,3.986448647002504e-07,0.0,0.9999981169758559,-6.979780147121997e-06,0.16958842937171228,-0.799407215467197,0.0038282516785520474,-1.0438010686348866,0.0038282516785520474,1.000007494100666,0.0,-7.755904390453211e-07,-0.0817577002710385,8.74021074240491e-05,1.5188103987513603e-05,0.0,1.935464773560858
0.2154,270.0,-0.00361337685612672,-1.263424639865523e-06,-0.00016616925601213535,7.827197902346574e-07,-7.576625199226838e-06,-1.7902187591436758,1.3430180167321645e-06,-2.6154435789814956,-0.03673415583477436,0.0,0.06571316221630026,0.0,-0.029632872836606334,0.0,-0.0002478481771118964,-0.3277860330175232,-0.0009153271763685067,-2.8252205848837605e-06,-4.085031880732481e-05,0.8314773966509921,1.6268550167071833e-05,-3.1447929299726924e-07,-0.5412718435373187,0.0,1.517860848851484e-06,-6.161089512485604e-08,0.0,-2.4806179455543547e-05,-0.4341386567748017,0.0,-0.00042747841658420936,5.944723855548875e-07,-2.446186961715095e-07,-0.6793614726621406,3.947435912075383e-06,-0.08700165320702771,-6.45236365260844e-05,0.6546834201432777,1.8637893888205979,0.0,3.757786507405826e-05,3.588227720036968e-07,0.0,0.9999967338831272,-6.734224367708404e-06,0.17048779218511256,-0.7887341503927008,0.003587215779722123,-0.9889837245227378,0.003587215779722123,1.000008689338329,0.0,-2.6872129145911463e-07,-0.0819344500999108,9.315243021084666e-05,1.0484026084630153e-05,0.0,1.8637787420797987
0.2154,280.0,-0.0038634263350170385,6.525710855852348e-07,-0.00017983648612454516,6.48532114214601e-06,-3.929833829454674e-06,-1.723275981307562,1.922537582298257e-06,-2.6558739007076153,-0.04114627671530307,0.0,0.07464351293196075,0.0,-0.034516621987428706,0.0,-0.00011741471865971832,-0.3168756230021829,-0.0009799559096024116,-4.97460828201572e-07,-3.958771800394615e-05,0.8450201060033854,1.5568560027952568e-05,-8.980771550054e-08,-0.5322869105399687,0.0,1.9019106137011857e-06,-3.752274437313596e-08,0.0,-5.815101000601793e-05,-0.4431050063206778,0.0,-0.00019669577385586262,-7.166098290488577e-08,-5.601312478903536e-07,-0.6900944200582314,2.7061388943400495e-06,-0.05604175203573622,-6.330181839942169e-05,0.6688692990415411,1.797221236819903,0.0,3.6346592484525885e-05,1.8566440419675109e-07,0.0,0.9999961417579561,-6.430241095882363e-06,0.17098499771196057,-0.7778412696811431,0.002186431447656521,-0.9390038137794058,0.002186431447656521,1.0000072147310346,0.0,1.9543173468469534e-07,-0.07900713810003523,9.795960929370276e-05,-9.03294617145457e-06,0.0,1.797213858381633
0.2154,290.0,-0.004137494407600653,3.5123619343973616e-06,-0.00019699334677675777,1.3313354252405052e-05,3.7454585756876053e-07,-1.6609892448342265,2.093056052213536e-06,-2.694054223272701,-0.04569747755004977,0.0,0.08406036224532591,0.0,-0.03976957489903156,0.0,2.2677210625032416e-05,-0.3066459935854933,-0.0010530185082457781,3.2282192070006422e-06,-3.8168225349816855e-05,0.8577194489132931,1.5621501678138673e-05,1.3002432598801635e-07,-0.5237947237558441,0.0,2.271627759431143e-06,-5.030195442099132e-09,0.0,-6.76584865266513e-05,-0.4516066310911422,0.0,5.2300091117617606e-05,-7.749780569461198e-07,-6.331956374248353e-07,-0.7001572169377009,1.277188904468006e-06,-0.02370007501267712,-6.203697334308708e-05,0.6830342176132927,1.7352428098567272,0.0,3.5817378320330656e-05,-5.916256854900716e-08,0.0,0.9999962018999463,-5.996231115915551e-06,0.17113930744327022,-0.7668276511964707,0.0003810348453289554,-0.8932770427451298,0.0003810348453289554,1.0000043170857358,0.0,4.727447312235808e-07,-0.07512006703276665,0.00010173896690192085,-4.2089821428150085e-05,0.0,1.735240562421407
0.2154,300.0,-0.004410034602257696,7.00250599491918e-06,-0.00021412274032442738,2.0433193149939106e-05,3.87659850087182e-06,-1.6026769241858918,1.9543797011114507e-06,-2.73009702159495,-0.050336786412341204,0.0,0.09394280685253663,0.0,-0.04532680411164504,0.0,0.00013132502049903623,-0.29698822606421543,-0.00112656498769349,7.870299956305997e-06,-3.660484713633303e-05,0.8697101203470293,1.6180537622628227e-05,2.806123743247484e-07,-0.515749006384229,0.0,2.557566698716319e-06,2.564924624249045e-08,0.0,-5.4931064364822005e-05,-0.45965181645108355,0.0,0.000246869077288189,-1.3431747420508825e-06,-5.475498672366385e-07,-0.7096558667981998,-2.306847070711362e-07,0.00743331277333045,-6.067334343361264e-05,0.6961390532543261,1.6773963981999185,0.0,3.576267288328988e-05,-3.1731618804646894e-07,0.0,0.9999966866806269,-5.4580385921389095e-06,0.17099771924457796,-0.7557663368897685,-0.0012671551814077576,-0.8513006662425546,-0.0012671551814077576,1.000000987049031,0.0,5.528300715574668e-07,-0.07181280028156242,0.00010457094021292597,-8.580813440649515e-05,0.0,1.6773996227068186
